Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,ProdTaken
27,0,1,9,3,2,3,4,0,3,1,2,1,2,0,2,1,17566,0
40,1,1,8,3,1,3,3,0,3,1,3,0,1,1,1,1,17001,0
49,1,1,6,2,2,2,3,4,3,2,5,0,3,1,0,0,30379,0
32,1,1,8,3,2,2,3,1,4,1,1,0,4,0,1,2,20470,0
57,1,1,6,2,2,3,1,1,3,0,1,0,3,1,2,2,19900,0
26,1,3,34,3,2,3,3,1,4,1,2,0,3,0,0,2,21272,0
30,1,1,6,2,2,2,4,1,3,1,2,1,1,1,1,2,20126,0
42,0,1,8,3,2,2,3,0,3,2,6,1,2,0,1,1,17515,0
31,1,1,9,2,2,4,4,0,4,2,3,0,3,0,1,1,30594,1
28,1,1,7,2,1,4,4,3,5,0,3,0,4,1,3,3,26090,0
24,1,3,9,1,2,4,4,0,5,1,5,0,3,1,2,1,21000,0
27,1,3,15,1,2,3,5,1,5,3,8,0,3,1,2,2,24004,1
36,1,3,34,2,2,3,4,1,3,3,3,1,5,0,1,2,24491,1
38,1,1,26,2,2,4,4,0,4,0,6,0,4,1,2,1,21700,0
28,1,1,14,2,1,3,3,0,3,2,2,0,4,1,1,1,18310,0
45,1,1,11,3,1,2,5,1,5,2,2,1,3,1,0,2,20769,0
35,1,3,13,2,2,3,3,0,3,0,2,0,3,1,0,1,17404,0
45,1,1,36,2,2,3,4,1,3,3,3,0,5,1,2,2,23219,0
40,1,1,13,3,2,4,4,0,5,0,2,1,2,1,2,1,21082,1
39,1,1,12,3,2,3,3,0,5,1,1,1,1,1,1,1,17404,1
29,0,1,13,2,2,3,5,0,3,1,3,1,4,1,2,1,21381,0
34,0,1,12,2,1,4,4,3,4,1,8,0,3,1,2,3,30556,0
33,0,3,33,3,2,4,4,1,3,1,2,0,4,1,2,2,23143,0
28,1,1,8,2,2,3,4,0,4,0,1,0,2,0,2,1,18201,0
41,1,3,12,2,0,3,3,3,3,2,4,1,2,0,1,3,28591,0
39,1,3,7,2,2,3,4,1,4,1,2,0,4,1,2,2,23118,0
37,1,1,25,2,2,3,3,0,4,0,5,0,4,1,1,1,18022,0
28,0,1,15,2,2,3,6,0,3,1,3,0,1,1,2,1,23299,0
27,1,1,10,2,2,3,3,0,3,1,2,0,4,1,1,1,17517,0
54,0,2,32,2,1,1,2,4,3,2,3,1,3,1,0,0,32328,0
26,1,1,16,2,2,3,4,0,5,2,5,0,1,1,1,1,20774,1
45,1,1,13,2,2,2,3,3,5,1,3,0,3,0,0,3,24724,0
39,1,3,23,2,1,3,4,1,4,3,4,0,1,0,1,2,22876,0
57,1,1,15,2,1,4,4,0,5,1,6,1,4,1,2,1,22935,0
22,0,3,7,1,1,4,5,0,4,2,3,1,5,1,3,1,20852,1
38,1,1,14,3,2,2,4,3,3,2,6,0,1,0,1,3,32342,0
37,1,3,24,3,2,3,5,1,4,1,4,0,4,1,1,2,24185,0
20,1,1,5,2,2,2,4,0,3,2,2,0,3,0,0,1,18033,0
59,1,1,9,3,1,2,1,0,5,1,5,1,1,0,1,1,17670,0
45,0,3,12,3,0,2,4,3,3,3,7,0,4,1,0,3,23865,0
45,1,1,26,3,2,3,3,4,3,0,1,1,3,0,0,0,28496,0
32,0,3,11,2,2,2,3,1,4,0,2,0,3,1,1,2,21524,0
47,1,3,8,2,1,3,4,0,3,2,2,1,1,0,0,1,18294,0
45,1,3,15,3,2,3,3,3,5,1,5,1,2,1,0,3,25761,0
36,1,1,16,2,2,4,5,1,4,3,2,0,1,0,2,2,25218,0
31,1,1,17,3,2,3,3,1,5,1,2,1,1,1,1,2,21833,0
37,0,1,15,3,2,2,3,0,3,1,2,1,1,0,1,1,17326,0
34,1,3,27,2,2,3,1,1,3,2,2,0,3,0,0,2,20337,0
28,0,3,10,3,1,4,3,1,3,1,3,1,2,1,3,2,23325,0
48,0,3,34,2,0,4,2,1,3,3,6,1,4,0,2,2,25075,1
41,1,1,9,3,1,4,4,0,3,1,4,0,1,1,2,1,20679,0
31,0,1,16,3,2,4,4,1,5,1,3,0,2,0,2,2,21750,0
20,1,1,6,2,1,2,4,0,4,2,2,0,4,0,1,1,17836,0
38,0,1,12,3,1,3,5,1,3,1,1,1,1,0,2,2,20329,0
29,1,1,19,2,1,4,4,0,3,0,3,1,4,1,1,1,21193,1
34,1,1,12,2,2,3,5,3,3,1,6,0,3,1,2,3,25797,0
34,0,3,23,2,1,3,4,1,3,1,3,1,1,0,1,2,24046,0
39,1,3,9,3,1,2,3,1,3,1,5,1,4,1,1,2,20238,1
41,1,3,7,3,2,3,6,1,3,0,4,1,3,1,1,2,26135,0
40,0,1,9,1,1,4,4,3,3,2,2,0,1,1,3,3,29616,0
58,0,1,8,2,2,2,4,0,3,1,1,1,1,1,0,1,17380,1
37,1,1,6,2,2,2,4,1,3,1,2,0,5,0,0,2,20993,0
38,1,1,6,2,1,2,3,0,5,2,4,0,1,0,1,1,17619,0
34,0,1,7,2,1,4,4,3,3,2,3,1,1,1,1,3,32136,0
41,1,1,31,1,2,4,4,1,3,1,3,0,3,1,2,2,21997,0
39,1,1,9,3,1,3,5,3,3,1,5,1,5,1,2,3,26434,0
27,0,3,7,3,2,3,5,1,5,3,3,0,3,1,2,2,22972,0
45,0,1,6,2,2,3,4,3,3,1,4,0,1,1,2,3,25748,0
35,1,3,10,3,1,4,5,1,3,1,5,1,3,0,1,2,26781,0
39,0,2,9,2,2,4,4,0,4,1,7,0,3,1,3,1,21270,0
35,0,1,10,2,2,3,4,1,3,3,2,0,2,1,1,2,26434,0
41,0,3,16,3,2,2,5,1,4,2,2,0,1,1,0,2,21151,0
25,1,1,24,2,1,4,4,0,4,0,3,0,2,0,2,1,20888,1
26,1,1,22,3,2,2,3,0,4,1,3,1,2,1,1,1,17373,1
43,1,3,10,3,0,2,4,3,3,3,4,0,3,1,0,3,25231,0
51,0,1,6,3,1,1,4,3,5,3,4,0,1,1,0,3,22484,0
24,1,1,16,3,2,3,4,0,5,1,3,0,3,1,1,1,21178,0
30,1,1,30,2,2,3,3,0,3,1,2,0,3,1,2,1,17693,0
39,1,1,22,2,2,4,5,3,3,1,2,1,5,1,3,3,30188,0
30,0,3,9,2,2,3,4,1,3,3,3,0,1,0,2,2,23232,0
24,1,1,13,2,2,4,2,0,5,0,3,1,3,1,3,1,20279,1
36,0,3,19,2,2,3,4,1,3,3,5,1,3,1,1,2,23259,1
31,1,1,6,3,2,2,3,0,4,2,2,0,3,1,0,1,17501,0
39,0,3,27,2,1,2,5,1,3,1,7,0,5,0,0,2,20736,0
30,1,3,9,3,2,4,5,1,4,0,4,0,4,0,2,2,25322,0
33,1,3,16,3,2,2,3,1,3,2,2,0,1,0,0,2,20487,0
44,1,3,32,3,2,4,5,3,3,1,7,0,4,1,2,3,29476,0
34,1,1,13,2,0,2,3,3,4,3,1,0,5,0,0,3,26994,0
30,1,1,7,3,2,3,4,0,3,1,2,1,3,1,1,1,23465,1
57,1,3,35,3,2,2,4,4,3,1,4,0,3,1,0,0,29118,0
23,0,1,33,2,1,3,5,0,3,1,3,1,3,0,1,1,21492,0
45,1,2,7,2,1,3,4,0,3,1,6,1,3,1,1,1,21873,0
55,1,1,14,3,1,4,4,1,3,1,6,0,3,1,2,2,25532,0
34,1,1,9,2,2,3,4,0,3,2,2,0,3,1,1,1,21178,0
25,1,1,24,2,2,4,5,0,4,1,3,0,3,1,2,1,20805,0
57,1,1,31,2,2,4,4,0,3,2,3,0,3,0,1,1,21265,1
42,1,1,15,2,2,3,4,2,3,2,1,0,1,1,1,4,34613,0
19,1,1,8,2,2,2,4,0,3,2,2,0,5,0,0,1,16102,1
60,0,1,21,2,1,3,4,3,3,2,2,1,5,1,1,3,29190,1
34,1,3,13,1,2,2,3,0,3,1,1,1,1,0,1,1,17308,0
26,1,1,26,3,2,4,4,0,3,0,5,0,5,1,3,1,22347,0
34,1,1,26,1,1,2,1,0,3,0,1,0,1,1,0,1,17585,0
40,0,1,29,3,1,3,4,3,5,2,3,1,5,1,2,3,29558,0
36,1,1,32,1,2,4,5,3,4,0,5,0,3,1,2,3,29581,0
31,0,1,13,2,1,2,4,3,3,0,2,0,2,1,1,3,23943,0
46,0,1,6,3,2,2,4,3,5,0,3,1,2,1,1,3,25673,0
41,0,1,9,3,1,3,2,1,4,1,3,0,3,0,1,2,22922,0
33,0,1,7,2,2,4,4,0,3,1,2,0,5,0,1,1,20992,0
44,1,2,6,2,1,2,4,1,3,2,5,0,5,1,1,2,20985,0
43,0,3,33,3,1,4,4,4,4,1,7,0,3,1,2,0,32203,0
32,1,1,14,3,0,3,4,3,3,3,3,1,4,1,2,3,25821,0
41,1,1,7,2,1,3,4,1,3,1,6,0,3,0,2,2,25191,0
37,1,1,14,2,2,4,4,0,3,3,4,0,3,1,3,1,23356,0
34,1,3,20,1,1,2,3,0,3,1,2,1,5,1,1,1,17579,0
45,1,1,26,3,2,3,3,4,3,1,1,1,3,1,1,0,28496,0
30,1,1,7,1,2,3,4,0,3,2,2,0,1,0,1,1,20736,1
34,0,1,23,1,2,2,4,0,3,1,1,1,5,1,1,1,23500,1
44,1,3,34,3,1,2,1,4,3,0,4,1,2,1,1,0,28320,0
31,0,1,7,2,2,3,5,3,3,3,3,0,5,1,2,3,27152,0
41,1,3,26,3,1,3,3,0,4,2,2,1,4,0,1,1,18140,1
35,0,1,10,2,2,2,4,0,3,1,2,0,1,1,1,1,17376,0
34,1,1,13,3,2,2,3,0,3,2,2,0,1,0,1,1,17972,0
22,1,3,19,2,1,3,2,0,4,3,3,0,5,0,2,1,21394,1
21,1,1,6,2,2,3,5,0,3,3,3,0,3,0,1,1,21711,0
27,0,2,24,2,1,3,4,0,3,1,2,1,5,0,2,1,21419,1
44,1,1,9,2,2,2,3,2,3,1,5,1,1,0,1,4,34513,0
27,0,3,14,2,2,2,3,3,3,3,2,0,2,1,0,3,23726,0
57,0,3,13,2,1,3,2,4,5,1,2,0,3,1,1,0,31890,0
21,1,3,28,3,2,3,2,0,3,3,3,0,3,0,1,1,21356,0
33,1,1,9,1,2,3,5,1,5,2,6,0,4,0,2,2,20854,0
38,0,1,17,3,2,4,4,3,3,1,8,0,3,1,3,3,28726,1
32,1,2,9,2,2,4,5,1,5,1,5,0,3,0,3,2,25088,0
34,1,1,8,3,2,3,1,0,3,1,1,1,1,0,1,1,17932,0
50,0,3,14,1,2,2,3,1,3,1,4,1,5,0,0,2,21796,1
39,0,1,15,2,2,2,3,2,3,2,3,0,4,0,1,4,34431,0
49,1,1,11,2,2,3,4,3,3,3,3,0,5,1,2,3,26576,0
37,0,3,7,3,0,3,4,1,3,3,6,0,2,1,2,2,25331,0
25,0,1,9,1,1,3,4,0,3,3,3,1,3,1,2,1,22438,0
54,1,1,30,2,1,4,4,4,3,2,8,0,5,1,2,0,32953,0
28,1,1,13,2,2,3,3,0,5,3,4,1,3,0,2,1,21674,1
32,0,3,8,2,1,3,3,0,5,1,2,0,3,0,1,1,17827,0
33,1,3,9,3,2,3,4,1,4,0,2,1,1,0,2,2,22756,0
38,1,3,16,3,2,3,5,1,4,1,3,0,4,0,2,2,22867,0
28,1,1,10,3,2,3,5,0,3,2,2,0,1,1,2,1,20723,0
59,1,1,24,3,2,3,3,3,3,3,7,0,3,1,1,3,25512,0
52,1,1,15,2,2,3,5,3,4,1,7,0,3,1,2,3,31168,0
27,1,1,9,3,2,2,4,0,3,2,1,0,2,0,0,1,17045,0
32,1,1,11,3,1,4,2,0,3,1,2,0,5,1,3,1,22656,0
18,0,3,11,3,2,3,3,0,4,2,2,1,4,1,0,1,16878,1
32,1,1,14,3,1,3,1,1,3,1,6,0,3,1,2,2,20175,0
34,0,1,21,3,2,3,3,4,5,1,1,0,4,1,2,0,32007,0
54,1,3,9,2,1,4,5,4,3,1,4,0,3,0,1,0,34105,0
55,0,1,8,3,2,2,4,4,5,2,1,0,3,1,1,0,31756,0
30,1,1,24,2,1,3,3,0,3,2,2,0,2,1,0,1,17632,0
29,0,1,6,2,2,3,5,0,3,1,2,0,2,1,0,1,17720,0
37,1,1,17,2,2,3,4,3,5,1,2,1,5,1,2,3,26999,0
29,1,1,29,2,2,2,1,0,3,1,2,0,1,1,1,1,17700,0
25,1,2,29,2,2,3,6,0,3,1,3,0,1,0,2,1,20233,1
40,0,1,9,2,2,3,4,4,3,1,2,0,3,1,1,0,30847,1
24,0,3,8,2,1,3,4,0,4,2,3,1,5,1,2,1,19901,1
34,0,1,13,2,2,3,5,1,3,2,2,1,5,1,1,2,21074,1
46,1,1,35,1,2,4,4,0,3,1,6,0,3,1,3,1,20810,0
53,1,1,10,3,2,3,5,3,3,1,4,1,1,1,1,3,26647,0
32,1,1,19,3,1,4,4,0,3,0,2,1,4,1,3,1,22607,0
42,0,1,8,2,2,2,3,4,3,0,1,1,4,0,1,0,32861,0
33,1,1,10,3,1,4,4,1,5,0,3,0,2,1,2,2,25403,0
47,1,2,12,3,2,4,4,1,4,1,2,1,5,1,3,2,23699,0
32,1,3,27,2,1,4,6,1,3,1,5,1,3,0,3,2,23237,1
32,1,1,10,2,1,3,4,1,3,1,2,0,4,1,1,2,21162,0
34,1,1,25,3,2,3,3,0,3,1,1,0,3,0,2,1,17661,0
35,1,3,15,2,1,4,4,1,5,0,7,0,2,1,1,2,25178,0
42,1,2,8,1,2,2,3,0,3,1,1,1,4,1,0,1,17696,0
27,1,1,8,1,2,2,3,0,4,1,2,0,4,1,1,1,17226,0
48,1,1,6,2,2,3,4,3,3,2,1,1,5,0,0,3,20381,1
21,0,3,6,1,1,3,4,0,4,2,2,1,5,1,2,1,17174,1
32,1,1,19,3,1,3,4,1,3,1,2,1,4,1,1,2,24533,0
41,1,3,17,3,2,4,5,3,4,1,4,0,4,0,1,3,28383,0
24,1,1,7,2,2,3,4,0,3,0,3,0,4,0,2,1,19901,0
35,1,1,15,3,0,4,4,1,3,3,5,0,4,0,2,2,24820,0
50,1,1,34,3,2,3,1,0,3,1,2,1,1,0,1,1,18221,0
24,1,1,17,3,2,4,3,0,3,3,3,0,2,1,2,1,22183,0
20,1,1,32,2,1,3,2,0,3,3,3,1,5,1,1,1,21672,0
24,1,1,33,2,2,3,4,0,3,1,3,0,1,0,2,1,21582,0
33,1,1,6,2,2,3,4,0,5,2,4,1,4,1,1,1,17799,0
29,1,1,14,2,1,2,5,1,5,1,4,0,1,0,0,2,24715,0
29,1,1,9,3,2,3,6,0,3,0,7,1,3,1,1,1,22142,1
31,0,3,8,2,2,2,3,1,5,2,1,0,1,0,0,2,20332,0
35,1,1,33,3,1,2,4,0,5,2,2,0,4,1,1,1,17559,0
55,1,1,15,2,1,3,4,1,3,3,2,0,2,1,1,2,22458,0
42,1,1,8,3,2,2,3,4,5,1,1,0,3,1,0,0,32665,0
40,1,3,8,2,1,3,3,2,3,0,1,0,3,0,0,4,33041,0
41,0,1,16,2,2,3,4,1,3,1,5,0,3,1,1,2,22653,0
31,1,1,17,3,0,4,4,3,3,3,2,0,4,0,1,3,28345,0
53,1,3,14,3,2,3,3,4,3,0,6,0,3,0,2,0,26836,0
33,1,1,11,2,1,3,4,0,3,1,2,0,1,0,0,1,17911,0
40,1,1,6,2,1,2,3,1,3,1,5,0,3,0,1,2,21513,0
53,1,1,15,2,1,3,4,0,5,0,2,0,1,1,2,1,21628,0
48,0,1,23,3,2,4,2,1,3,1,3,1,1,1,1,2,23745,0
33,1,1,10,3,1,4,4,1,5,1,3,0,1,1,1,2,25403,0
40,0,1,32,2,2,4,4,3,3,0,5,0,1,0,1,3,29598,0
47,0,3,12,3,2,4,4,1,3,3,6,1,5,1,2,2,24450,0
38,1,1,9,2,2,4,5,0,3,2,8,1,3,0,3,1,20768,1
28,1,3,15,3,1,3,4,1,4,1,3,0,1,0,2,2,24892,0
37,1,2,20,2,2,3,5,0,5,1,6,1,5,1,2,1,23317,1
33,1,1,31,3,2,2,4,0,4,2,5,1,4,1,0,1,17313,1
48,1,3,11,2,1,3,4,1,3,3,3,1,3,1,2,2,22841,0
48,0,1,6,3,2,2,1,4,3,2,3,0,1,0,0,0,31885,0
31,1,3,12,2,1,3,4,3,3,0,4,0,4,1,2,3,28097,0
42,0,1,11,2,2,3,3,0,3,0,5,0,3,1,0,1,17093,0
57,0,1,16,3,1,4,4,0,3,1,4,0,1,1,1,1,21620,0
31,1,1,7,2,2,3,5,1,3,1,3,1,1,1,2,2,23804,0
29,1,3,33,3,1,2,3,3,3,1,2,0,3,0,0,3,22639,1
34,0,1,22,2,1,3,4,0,3,2,2,0,5,1,2,1,17553,0
19,1,3,27,2,2,2,4,0,4,2,2,1,2,0,1,1,17121,1
51,1,1,35,3,2,4,3,0,3,0,3,1,2,1,3,1,21899,0
54,1,3,14,3,1,4,5,3,3,0,2,1,2,0,1,3,29612,0
42,1,1,9,2,1,3,6,0,3,1,6,1,3,0,1,1,21456,1
31,0,1,11,1,2,3,4,0,3,2,20,1,4,1,2,1,20963,1
46,1,1,9,2,1,3,5,1,3,1,3,0,4,1,2,2,24448,0
58,1,3,16,3,2,2,3,4,3,2,1,0,3,0,1,0,28872,0
27,1,1,13,2,1,4,4,0,3,1,3,1,1,0,2,1,21337,0
35,0,3,17,2,2,3,4,1,3,1,3,1,1,1,2,2,22679,0
45,1,1,34,1,1,2,4,4,4,2,2,0,3,1,0,0,31704,0
55,0,1,8,2,2,3,3,3,4,1,4,0,1,0,1,3,25976,0
38,1,1,7,3,1,3,5,0,5,0,4,0,4,1,2,1,22598,0
34,0,1,15,2,2,3,3,1,5,1,5,0,3,0,1,2,20346,1
47,1,3,10,1,1,3,2,4,5,1,4,0,3,1,1,0,31903,0
53,1,3,30,2,2,3,3,3,5,3,7,1,3,1,2,3,25448,1
45,1,2,7,2,0,3,5,1,3,3,6,0,5,1,2,2,24663,0
35,1,1,13,2,1,3,5,1,4,1,8,0,3,1,1,2,23183,0
35,0,1,26,3,1,3,4,1,4,1,6,0,3,1,1,2,23122,0
34,0,3,15,2,1,3,5,0,3,2,2,0,1,0,2,1,21020,0
51,1,1,9,1,1,2,3,3,3,1,3,0,4,1,1,3,28116,0
43,1,3,7,2,2,2,4,1,3,1,3,0,3,1,1,2,23585,0
36,1,1,20,2,2,3,3,1,3,1,1,1,5,1,0,2,21586,0
27,1,1,15,3,1,2,3,0,4,2,2,0,3,1,0,1,17279,0
27,0,1,13,2,2,4,2,0,3,1,2,0,4,1,2,1,21222,0
44,1,1,15,2,1,3,4,1,4,1,6,0,3,1,1,2,23443,0
34,1,3,15,2,2,3,4,1,5,1,4,0,5,1,1,2,25070,0
35,1,1,7,2,1,3,5,0,4,0,7,0,1,1,2,1,21972,0
18,0,1,11,2,2,3,3,0,3,2,2,0,2,1,1,1,16051,0
34,0,3,10,3,1,3,3,1,3,1,1,0,1,0,0,2,21538,0
27,1,1,20,2,2,2,3,0,5,0,2,1,4,1,0,1,17235,0
45,1,1,12,2,2,2,3,3,5,1,5,1,3,1,1,3,28245,0
59,1,3,17,3,2,3,4,4,3,2,2,0,3,0,2,0,32550,0
49,1,1,31,2,1,2,3,0,5,1,2,0,3,0,0,1,18211,0
60,1,3,32,2,0,5,4,3,5,3,2,0,3,1,2,3,26315,0
49,1,3,17,3,1,2,3,3,3,0,2,0,4,0,1,3,22654,1
58,1,1,8,1,2,2,3,0,3,2,5,0,2,1,1,1,17479,1
35,1,1,6,2,1,3,5,0,3,1,2,0,3,0,1,1,17977,0
25,1,3,14,2,1,2,3,1,3,1,1,1,1,1,1,2,19907,0
35,1,2,16,1,1,3,4,0,3,0,3,0,1,1,1,1,21420,1
42,1,1,9,2,1,3,1,1,3,0,3,1,5,0,0,2,20231,0
33,1,1,31,3,2,2,4,0,4,2,5,1,4,0,0,1,17313,1
43,1,1,9,2,2,4,5,1,3,3,5,0,1,1,1,2,25459,0
53,1,3,14,3,2,3,3,4,3,1,6,0,3,1,0,0,26836,0
30,1,1,16,3,0,3,3,3,3,3,1,0,4,0,0,3,24667,0
23,0,1,23,3,2,4,3,0,3,1,3,1,3,0,1,1,21613,0
43,0,1,12,2,2,4,4,0,3,1,6,0,3,0,2,1,20771,0
41,1,3,6,2,1,3,3,1,3,2,1,1,4,0,2,2,20993,1
42,1,1,12,3,2,3,2,0,3,0,4,1,1,1,2,1,20805,0
34,1,1,7,2,0,3,5,1,3,3,2,0,4,1,2,2,25627,0
30,1,1,8,3,2,2,4,0,3,2,1,0,4,0,0,1,17720,0
31,1,1,35,3,1,4,4,1,3,1,3,0,3,1,3,2,24453,0
45,0,1,31,3,1,2,3,2,4,2,4,0,4,1,1,4,33061,0
29,1,2,15,3,2,4,5,0,3,1,3,0,1,1,1,1,23614,0
37,1,1,15,1,1,3,4,3,3,1,3,0,4,1,2,3,28774,0
36,0,1,15,2,2,3,1,0,4,1,2,0,5,1,0,1,17810,0
27,1,1,12,2,2,2,4,0,3,1,2,0,1,1,1,1,17539,0
24,0,3,19,2,1,3,3,0,4,0,2,0,1,0,0,1,17033,0
19,1,1,9,3,1,3,3,0,4,2,2,0,3,1,2,1,16483,0
38,1,2,6,2,2,2,1,0,3,0,2,0,4,1,0,1,17844,0
36,1,3,15,2,1,4,4,0,3,1,3,0,3,1,3,1,21250,0
35,1,1,16,3,0,3,5,3,4,3,3,0,1,1,1,3,27299,0
45,1,1,9,2,1,4,2,0,3,1,3,0,4,1,3,1,20689,0
28,0,1,6,3,2,2,4,0,4,1,2,0,4,0,0,1,17596,1
34,1,3,27,2,2,3,2,1,3,2,2,0,3,1,0,2,20337,0
43,0,1,16,2,1,2,4,1,3,1,2,0,3,0,0,2,20257,0
29,1,1,26,3,2,4,5,0,5,0,3,0,3,1,3,1,21874,0
39,0,1,7,2,2,3,4,1,3,1,2,0,5,1,1,2,23413,0
30,1,3,26,2,2,4,5,1,3,1,3,0,4,1,1,2,27298,0
54,1,1,9,1,1,4,5,3,3,1,2,0,5,1,3,3,28847,1
31,1,1,13,2,2,2,3,1,3,1,4,0,3,1,0,2,20915,0
51,1,1,7,3,2,3,5,0,3,1,4,0,3,1,1,1,22368,0
44,0,1,7,2,1,3,4,1,3,1,6,0,1,1,2,2,24240,0
53,0,1,6,3,1,2,4,4,3,1,5,1,1,0,0,0,27965,0
38,1,3,20,2,2,3,3,1,4,1,1,0,5,1,2,2,24924,0
38,0,1,13,2,2,2,1,0,3,1,2,0,3,0,0,1,17610,0
23,1,3,8,1,2,3,3,0,5,1,4,0,3,1,2,1,17322,0
56,0,1,6,2,2,2,3,1,3,1,2,0,3,0,0,2,21306,0
32,0,1,8,2,2,3,3,0,3,2,1,0,5,1,1,1,18068,0
30,1,1,11,1,1,4,5,0,5,1,3,0,4,0,1,1,20787,0
29,1,3,16,3,2,2,3,0,4,1,2,0,1,1,0,1,17297,0
40,1,1,26,2,2,3,4,1,3,1,2,0,5,1,1,2,22580,0
31,1,3,14,3,2,3,4,0,4,3,2,0,2,1,1,1,21661,0
32,1,3,12,1,2,3,4,1,3,1,3,0,5,0,2,2,27024,0
51,0,3,7,2,2,3,4,1,3,3,5,1,1,1,2,2,23406,1
36,0,1,32,2,1,4,4,0,4,1,3,1,3,0,1,1,20700,1
32,1,3,23,3,2,4,4,3,3,1,4,0,5,1,1,3,26839,1
27,0,2,28,2,1,2,4,0,4,1,2,0,1,1,0,1,17863,1
28,1,1,35,2,2,3,5,1,4,0,2,0,1,1,2,2,21549,0
53,1,1,13,3,1,2,3,2,3,1,4,0,2,1,0,4,33606,0
36,0,3,14,1,2,2,3,1,3,1,5,0,3,1,1,2,20079,0
36,1,1,32,2,2,3,5,1,3,3,6,0,2,0,2,2,22359,0
46,1,3,11,2,1,2,4,1,5,1,6,1,4,0,1,2,23684,0
21,0,3,16,3,1,3,4,0,3,2,3,1,4,0,1,1,21001,1
45,1,2,7,2,0,3,5,1,3,3,6,0,5,1,2,2,24663,0
32,1,1,9,2,2,3,4,0,3,1,2,1,4,1,2,1,21373,0
27,1,1,10,2,2,2,1,1,4,1,2,1,4,1,0,2,21142,0
32,1,1,33,2,2,3,4,0,3,1,3,0,3,1,2,1,21589,0
41,0,1,15,3,2,3,3,2,3,1,3,0,4,1,2,4,34419,0
50,1,1,13,3,1,2,4,2,3,1,6,1,4,1,1,4,33740,0
42,0,1,8,2,2,2,3,3,3,1,3,1,3,1,0,3,25124,0
32,1,1,7,3,2,3,4,0,4,2,3,0,3,0,1,1,21179,0
41,0,1,23,2,2,4,4,0,3,1,2,0,3,1,3,1,22222,0
32,0,3,8,2,1,3,3,0,5,1,2,0,3,1,0,1,17827,0
30,1,2,6,2,2,2,3,0,3,1,1,0,1,0,1,1,17064,0
52,1,1,10,3,1,4,4,4,4,2,5,0,5,1,2,0,32412,0
32,1,3,6,3,2,3,4,0,4,1,1,0,1,0,2,1,17269,0
53,1,3,8,2,1,3,4,4,3,1,3,0,3,0,0,0,30427,0
37,1,1,21,2,2,4,4,1,3,0,2,1,5,1,3,2,25264,0
34,1,1,16,3,2,2,3,1,5,2,2,0,4,0,0,2,21125,1
24,0,2,16,3,2,2,3,0,3,1,1,0,4,1,1,1,17145,0
31,1,3,36,2,2,4,4,1,5,1,2,0,2,1,2,2,22793,0
22,1,1,12,3,2,3,3,0,3,0,1,0,2,1,0,1,17773,0
41,0,3,31,2,1,4,2,4,4,2,6,1,3,1,3,0,31872,1
31,0,1,10,3,1,4,4,0,3,1,3,0,3,1,2,1,20761,0
34,1,1,12,3,2,2,3,0,5,2,3,0,2,1,1,1,17960,1
46,1,3,8,3,1,3,3,4,5,0,1,0,2,1,0,0,32048,0
26,1,1,31,2,2,2,5,0,3,2,2,0,2,1,1,1,17293,1
36,1,1,25,2,2,3,2,1,5,1,3,0,3,0,2,2,23886,0
23,1,1,15,2,2,4,6,0,5,1,3,0,1,0,2,1,21129,0
29,0,1,9,3,2,3,5,0,5,2,2,0,4,0,1,1,21239,1
32,1,1,31,2,2,2,3,0,3,2,2,1,5,1,0,1,17795,1
29,1,1,9,3,2,3,4,0,3,3,8,0,3,0,1,1,23060,1
20,1,3,8,3,1,2,3,0,3,2,2,0,4,0,0,1,17783,0
20,1,3,27,3,2,2,1,0,3,2,2,0,3,1,1,1,17678,0
58,1,1,8,1,1,3,4,3,3,1,1,0,5,0,0,3,17372,1
34,1,1,16,2,2,2,3,0,4,1,2,0,2,1,0,1,17008,0
38,1,1,11,2,2,3,4,0,3,0,2,1,5,1,2,1,21674,0
29,0,3,26,1,1,2,3,0,3,1,2,0,3,0,1,1,17157,0
36,0,3,15,3,1,4,5,3,3,1,6,1,5,1,3,3,29055,0
33,0,3,17,3,2,4,4,1,3,3,2,0,3,1,2,2,23326,0
50,0,3,9,3,2,4,5,1,4,1,4,0,3,1,3,2,24068,0
18,1,3,16,3,1,3,4,0,3,2,2,0,2,1,2,1,16200,0
53,1,1,9,2,1,3,5,0,3,3,2,0,3,1,1,1,21890,0
36,1,3,14,2,1,3,4,1,3,1,3,1,4,1,2,2,23882,0
27,1,3,16,3,1,3,4,1,3,0,2,1,3,1,2,2,20769,0
27,1,1,11,2,1,2,3,0,4,2,2,1,3,0,1,1,17478,0
26,1,3,26,3,2,3,5,0,4,0,3,1,2,0,1,1,21091,1
35,1,1,29,2,2,2,4,1,3,0,4,1,4,1,1,2,20916,1
45,1,1,9,2,1,4,2,3,3,1,3,1,4,1,1,3,26557,0
42,1,3,20,3,1,3,4,1,3,2,1,0,3,1,0,2,21244,0
41,0,1,15,2,2,4,4,1,3,1,5,1,3,1,2,2,22747,0
37,0,3,18,1,1,4,4,3,3,1,2,0,5,0,3,3,28416,0
